# -----------------------------------------------------------------------------
# TMdock - docking by full/partial structure alignment                V20160511
#										
# -----------------------------------------------------------------------------
#               Date / time : 2023:08:03 / 04:25:04
#       Number of templates : 12470
#            Alignment type : FSA
#                 Fast mode : on
#         Benchmarking mode : off
#     TMScore Normalized by : Length of the target
# -----------------------------------------------------------------------------
#
# Label                Score    TM-score1    TM-score2    FSC-score      iSeqID1      iSeqID2        dSASA         d_av       AACE18        SolEM     trgtLen1     trgtLen2    tmpltLen1    tmpltLen2      aliLen1      aliLen2         t[0]         t[1]         t[2]      u[0][0]      u[0][1]      u[0][2]      u[1][0]      u[1][1]      u[1][2]      u[2][0]      u[2][1]      u[2][2]
#
2qst1A2A_12      1.12241e-02  5.74477e-01  2.45102e-01  1.89066e-01  9.80392e-02  0.00000e+00  8.86551e-03  1.03219e-01  4.81046e-01  5.86453e-02  9.50000e+01  2.60000e+01  1.11000e+02  1.11000e+02  8.50000e+01  2.30000e+01 -6.28428e+00 -6.74280e+00 -1.12182e+00 -7.87023e-01 -5.62478e-01  2.53403e-01 -6.08351e-01  7.75832e-01 -1.67313e-01 -1.02488e-01 -2.85837e-01 -9.52782e-01
3o271A1B_12      1.06990e-02  2.81487e-01  3.42972e-01  2.23451e-01  6.00000e-02  4.54545e-02  6.91457e-01  6.60547e-01  7.51940e-01  5.76725e-01  9.50000e+01  2.60000e+01  6.00000e+01  5.70000e+01  5.10000e+01  2.20000e+01 -1.04311e+01  1.02724e+01 -1.43095e+01  3.67540e-01 -8.78824e-01 -3.04273e-01 -2.85837e-01 -4.18082e-01  8.62267e-01 -8.84992e-01 -2.29946e-01 -4.04862e-01
6ifmB1H1_21      1.06124e-02  2.39960e-01  3.71867e-01  2.14834e-01  6.12245e-02  4.54545e-02  5.44786e-01  6.82608e-01  9.59749e-01  5.11650e-01  9.50000e+01  2.60000e+01  6.80000e+01  6.80000e+01  5.00000e+01  2.20000e+01 -1.23862e+01  8.20740e+00 -1.46936e-01 -3.33194e-01  5.78908e-02 -9.41079e-01 -3.75042e-01  9.07616e-01  1.88618e-01  8.65058e-01  4.15790e-01 -2.80701e-01
6velH1C1_12      9.99774e-03  5.92894e-01  2.43589e-01  2.17659e-01  1.25000e-01  9.09091e-02  5.16089e-03  2.34816e-02  2.27448e-01  7.48236e-02  9.50000e+01  2.60000e+01  2.11000e+02  2.09000e+02  8.80000e+01  2.30000e+01  8.99612e+00  8.66633e+00  3.84399e+00 -1.07032e-01  8.04620e-01  5.84064e-01  6.00904e-01  5.20361e-01 -6.06744e-01 -7.92122e-01  2.86026e-01 -5.39195e-01
3o271A1B_21      9.69311e-03  2.75338e-01  2.94768e-01  2.20215e-01  6.25000e-02  4.16667e-02  6.85240e-01  6.50017e-01  7.40385e-01  6.06034e-01  9.50000e+01  2.60000e+01  5.70000e+01  6.00000e+01  4.90000e+01  2.40000e+01 -5.50753e+00  1.29476e+01 -1.16665e+01  4.03456e-01 -9.14835e-01 -1.73119e-02 -2.20202e-01 -1.15442e-01  9.68599e-01 -8.88107e-01 -3.86975e-01 -2.48024e-01
3rq31A1B_21      9.47114e-03  5.72462e-01  2.43239e-01  1.81556e-01  5.00000e-02  0.00000e+00  2.25916e-03  5.20584e-02  3.78319e-01  3.86193e-02  9.50000e+01  2.60000e+01  1.07000e+02  1.07000e+02  8.40000e+01  2.40000e+01 -1.03961e+01 -3.82587e+00  1.48709e-01 -9.90375e-01 -6.97826e-02  1.19533e-01 -1.00725e-01  9.55686e-01 -2.76620e-01 -9.49329e-02 -2.85997e-01 -9.53516e-01
1y960A0B_21      9.39314e-03  2.69723e-01  3.55491e-01  1.81250e-01  5.66038e-02  1.25000e-01  6.82696e-01  6.14888e-01  7.60231e-01  4.33961e-01  9.50000e+01  2.60000e+01  8.50000e+01  8.60000e+01  5.90000e+01  2.40000e+01 -6.76749e+00  1.91015e+01 -3.78290e+00  3.49305e-01 -9.22870e-01  1.62162e-01 -6.30667e-02  1.49515e-01  9.86746e-01 -9.34884e-01 -3.54902e-01 -5.97609e-03
3rnk1A1B_12      9.37168e-03  5.78938e-01  2.32273e-01  1.97216e-01  5.55556e-02  1.50000e-01  9.08308e-03  7.52513e-02  3.58367e-01  5.51937e-02  9.50000e+01  2.60000e+01  1.12000e+02  1.04000e+02  8.60000e+01  2.30000e+01 -9.32310e+00  1.09809e+00 -1.55632e+00 -7.12195e-01 -7.01696e-01 -2.00124e-02 -6.77743e-01  6.79898e-01  2.80005e-01 -1.82872e-01  2.12981e-01 -9.59790e-01
6u52A1B1_12      9.17786e-03  6.00734e-01  2.15906e-01  2.49037e-01  3.22581e-02  0.00000e+00  2.06271e-01  2.47159e-01  3.86846e-01  1.76379e-01  9.50000e+01  2.60000e+01  1.19000e+02  8.80000e+01  8.70000e+01  2.60000e+01 -5.90351e+00 -1.97674e+00  4.97835e+00  9.72514e-01 -1.99525e-01  1.20023e-01  7.92174e-02 -2.01197e-01 -9.76342e-01  2.18953e-01  9.59015e-01 -1.79861e-01
6ue7F1D1_12      8.66266e-03  5.82834e-01  3.55455e-01  2.27679e-01  6.89655e-02  0.00000e+00  1.14630e-01  1.80218e-01  2.53644e-01  1.99957e-01  9.50000e+01  2.60000e+01  2.31000e+02  1.31000e+02  8.40000e+01  2.60000e+01 -2.43101e+01 -1.86475e+01  1.03624e+01 -5.83241e-01  4.60651e-01 -6.69052e-01 -2.20859e-01 -8.82553e-01 -4.15117e-01 -7.81698e-01 -9.43466e-02  6.16480e-01
2j4w1D1H_21      8.64880e-03  5.84097e-01  2.28296e-01  2.50000e-01  1.08696e-01  1.25000e-01  2.37355e-03  3.27602e-02  1.87551e-01  3.84906e-02  9.50000e+01  2.60000e+01  2.25000e+02  3.40000e+01  8.80000e+01  2.50000e+01  5.28850e+00  2.67447e+01  4.49030e+00  7.02381e-01 -6.46694e-01  2.97400e-01 -5.42843e-01 -2.16409e-01  8.11473e-01 -4.60415e-01 -7.31405e-01 -5.03055e-01
6q67A1B1_12      8.59405e-03  4.61281e-01  2.10152e-01  2.56508e-01  3.84615e-02  0.00000e+00  6.28541e-01  6.51163e-01  6.92128e-01  4.88298e-01  9.50000e+01  2.60000e+01  1.26000e+02  2.80000e+01  9.00000e+01  2.30000e+01  1.97173e+00 -2.19112e+01 -3.75328e-01 -7.55657e-01 -4.61773e-01  4.64488e-01 -2.13518e-01 -4.96756e-01 -8.41215e-01  6.19188e-01 -7.34846e-01  2.76780e-01
5qu4A1C1_12      8.56843e-03  2.11141e-01  2.95872e-01  2.32454e-01  2.08333e-02  4.16667e-02  6.63014e-01  7.27169e-01  8.67818e-01  6.60999e-01  9.50000e+01  2.60000e+01  5.70000e+01  5.50000e+01  4.80000e+01  2.40000e+01 -4.53742e+00 -6.83715e-01  2.02310e+01 -9.24681e-01  3.77507e-01  4.95326e-02 -3.80650e-01 -9.13731e-01 -1.42128e-01 -8.39478e-03 -1.50278e-01  9.88608e-01
1nqd0A0B_12      8.26120e-03  4.59794e-01  2.70336e-01  2.28662e-01  1.37931e-01  8.00000e-02  4.33522e-02  2.51707e-01  5.60803e-01  1.75288e-01  9.50000e+01  2.60000e+01  1.11000e+02  1.14000e+02  8.40000e+01  2.50000e+01 -4.89126e-01  9.20657e-01 -4.38616e+00 -4.77414e-01 -8.72827e-01  1.01235e-01 -8.52777e-01  4.88023e-01  1.86023e-01 -2.11771e-01  2.47923e-03 -9.77316e-01
6rptE1F1_12      7.77188e-03  6.61441e-01  3.28448e-01  1.67470e-01  6.45161e-02  4.00000e-02  2.52321e-04  7.63041e-03  1.44188e-01  1.53992e-02  9.50000e+01  2.60000e+01  1.12000e+02  8.60000e+01  8.80000e+01  2.60000e+01  1.73712e+01 -2.24422e+01  2.21637e+01 -4.12078e-01 -9.08674e-01  6.71081e-02  7.69311e-01 -3.86449e-01 -5.08741e-01  4.88213e-01 -1.58014e-01  8.58300e-01
2o2v0A0B_12      7.75263e-03  3.30214e-01  2.73099e-01  2.83931e-01  2.70270e-02  1.50000e-01  7.24891e-02  1.04714e-01  2.94502e-01  1.24330e-01  9.50000e+01  2.60000e+01  9.20000e+01  8.20000e+01  7.00000e+01  2.10000e+01 -2.68370e+00 -1.47765e+01  2.48714e+00  3.96189e-01 -8.52468e-02 -9.14203e-01 -6.60728e-01 -7.17844e-01 -2.19404e-01 -6.37552e-01  6.90965e-01 -3.40727e-01
3c121A2A_12      7.69806e-03  5.78189e-01  2.54340e-01  2.09140e-01  1.31148e-01  0.00000e+00  4.16031e-01  3.77501e-01  3.83839e-01  2.83570e-01  9.50000e+01  2.60000e+01  1.38000e+02  1.38000e+02  9.00000e+01  2.60000e+01 -9.93576e-01 -1.45277e+01  1.57078e+01 -3.67820e-01 -7.91791e-01  4.87622e-01  8.02910e-01 -5.34949e-01 -2.62993e-01  4.69089e-01  2.94783e-01  8.32502e-01
6rqmB1A1_12      7.55435e-03  5.88093e-01  3.07796e-01  1.66667e-01  6.66667e-02  4.76190e-02  6.77123e-03  5.13856e-02  2.62430e-01  4.37269e-02  9.50000e+01  2.60000e+01  1.28000e+02  1.11000e+02  8.80000e+01  2.30000e+01 -5.12209e+00  2.88037e+00  2.56430e+00 -8.77989e-01 -2.27403e-01  4.21216e-01 -4.53502e-01  6.76787e-01 -5.79909e-01 -1.53201e-01 -7.00177e-01 -6.97339e-01
6gf7A1B1_12      7.52489e-03  5.76790e-01  2.92550e-01  2.25914e-01  8.57143e-02  4.16667e-02  1.54578e-02  6.30073e-02  1.91292e-01  6.56508e-02  9.50000e+01  2.60000e+01  1.05000e+02  1.03000e+02  8.40000e+01  2.50000e+01  1.55664e+01 -1.31348e+01  3.16369e+01  9.86662e-01 -6.59322e-03  1.62646e-01  2.62811e-02  9.92523e-01 -1.19195e-01 -1.60644e-01  1.21880e-01  9.79458e-01
6iapA1D1_21      7.46890e-03  5.85820e-01  2.52998e-01  1.76136e-01  1.00000e-01  1.42857e-01  1.12247e-05  0.00000e+00  1.87871e-01  2.58991e-02  9.50000e+01  2.60000e+01  2.11000e+02  1.82000e+02  8.70000e+01  2.50000e+01 -2.00900e+01  3.62296e+00  2.85123e+01 -7.05372e-01 -5.37026e-01 -4.62659e-01  4.94002e-01  9.56509e-02 -8.64184e-01  5.08342e-01 -8.38126e-01  1.97822e-01
6ue9D1F1_21      7.21249e-03  5.84215e-01  3.63737e-01  2.25879e-01  5.00000e-02  0.00000e+00  1.20537e-01  2.02665e-01  2.36057e-01  1.99629e-01  9.50000e+01  2.60000e+01  2.31000e+02  1.32000e+02  8.40000e+01  2.60000e+01 -2.34282e+01 -1.95978e+01  1.07615e+01 -6.02945e-01  4.98592e-01 -6.22787e-01 -2.22190e-01 -8.54709e-01 -4.69153e-01 -7.66217e-01 -1.44497e-01  6.26124e-01
1np60A0B_12      7.20154e-03  2.41341e-01  2.52753e-01  1.64107e-01  5.88235e-02  8.33333e-02  6.89666e-01  7.49291e-01  9.42087e-01  6.51687e-01  9.50000e+01  2.60000e+01  1.58000e+02  1.69000e+02  8.60000e+01  2.40000e+01 -5.97914e+00 -1.51339e+00  1.18959e+01  3.67749e-01  3.61189e-01 -8.56915e-01 -8.43998e-01  5.16517e-01 -1.44494e-01  3.90421e-01  7.76372e-01  4.94791e-01
6rp8h1c1_12      7.16305e-03  5.90685e-01  2.36531e-01  1.63004e-01  1.03448e-01  4.34783e-02  2.16790e-04  2.36367e-02  2.60741e-01  2.71003e-02  9.50000e+01  2.60000e+01  2.11000e+02  1.10000e+02  8.60000e+01  2.30000e+01 -2.68783e+00  6.73491e+00  5.80699e-01 -8.02344e-01  5.94556e-01  5.24178e-02  4.99584e-01  7.17035e-01 -4.86083e-01 -3.26589e-01 -3.63818e-01 -8.72339e-01
1ac60A0B_12      7.11158e-03  5.86252e-01  3.30400e-01  1.92755e-01  8.00000e-02  4.34783e-02  4.06777e-03  1.24107e-02  1.29562e-01  2.78450e-02  9.50000e+01  2.60000e+01  1.10000e+02  1.10000e+02  8.60000e+01  2.60000e+01 -2.27209e+01 -1.63108e+01  2.19026e+01 -1.57288e-02 -7.96331e-01 -6.04657e-01  3.63472e-01  5.58807e-01 -7.45401e-01  9.31473e-01 -2.31500e-01  2.80654e-01
2cd00A0B_12      7.06569e-03  5.90811e-01  2.91341e-01  2.09467e-01  5.76923e-02  5.00000e-02  3.91649e-03  6.67741e-02  2.23095e-01  3.47771e-02  9.50000e+01  2.60000e+01  1.11000e+02  1.11000e+02  8.90000e+01  2.20000e+01 -4.29244e+00  3.89557e+00 -1.68171e+00 -8.13151e-01 -5.23244e-01  2.54951e-01 -2.97810e-01  7.50361e-01  5.90142e-01 -5.00094e-01  4.03947e-01 -7.65985e-01
6nyqH1C1_12      6.97790e-03  6.07055e-01  2.92321e-01  1.62963e-01  1.20000e-01  1.66667e-01  6.35834e-05  0.00000e+00  1.38834e-01  2.52807e-02  9.50000e+01  2.60000e+01  2.15000e+02  3.19000e+02  8.70000e+01  2.40000e+01  8.31503e+00  3.09291e+00  2.76286e+01  6.22241e-01 -7.82692e-01  1.44279e-02  7.12076e-02  3.82367e-02 -9.96728e-01  7.79580e-01  6.21233e-01  7.95261e-02
6gf6A1B1_12      6.74999e-03  5.85883e-01  2.91820e-01  2.33831e-01  8.82353e-02  1.30435e-01  1.20775e-02  9.57125e-02  1.91684e-01  6.05813e-02  9.50000e+01  2.60000e+01  1.06000e+02  1.10000e+02  8.50000e+01  2.40000e+01  1.64704e+01 -1.31737e+01  3.11349e+01  9.72780e-01  3.01912e-02  2.29757e-01 -9.28986e-03  9.95760e-01 -9.15150e-02 -2.31546e-01  8.68895e-02  9.68936e-01
5zqnA1A7_12      6.63098e-03  4.22786e-01  3.08570e-01  2.05128e-01  1.84211e-01  0.00000e+00  3.22081e-03  7.42162e-02  3.02431e-01  7.52128e-02  9.50000e+01  2.60000e+01  1.90000e+02  1.90000e+02  7.80000e+01  2.40000e+01  6.29419e+00 -1.08263e+01  8.28321e+00 -6.49142e-01 -7.54260e-01  9.85213e-02 -3.87185e-01  2.16150e-01 -8.96307e-01  6.54753e-01 -6.19977e-01 -4.32350e-01
5mjvB31C4_12     6.62123e-03  4.91360e-01  2.29315e-01  1.07172e-01  9.37500e-02  4.76190e-02  2.66906e-03  0.00000e+00  3.40075e-01  6.21982e-02  9.50000e+01  2.60000e+01  2.39000e+02  2.57000e+02  9.50000e+01  2.40000e+01  5.46686e+00  5.82566e+00 -1.03375e+00  7.65077e-01 -6.23431e-01 -1.61220e-01 -5.09963e-01 -7.39472e-01  4.39453e-01 -3.93186e-01 -2.53999e-01 -8.83680e-01
5omnB1C1_21      6.60221e-03  5.78764e-01  2.35795e-01  1.20313e-01  3.33333e-01  3.33333e-01  1.60411e-07  0.00000e+00  1.93587e-01  1.69512e-02  9.50000e+01  2.60000e+01  1.13000e+02  3.12000e+02  8.60000e+01  2.50000e+01  1.85374e+00  2.46325e+01  7.00353e+00 -8.25446e-01  5.62028e-01 -5.25672e-02  3.73683e-01  6.13864e-01  6.95365e-01  4.23083e-01  5.54343e-01 -7.16732e-01
4ht8A1B1_12      6.57166e-03  2.88468e-01  2.95992e-01  2.12281e-01  1.28205e-01  8.33333e-02  5.64461e-01  5.97148e-01  6.35673e-01  5.70016e-01  9.50000e+01  2.60000e+01  6.10000e+01  6.00000e+01  4.50000e+01  2.50000e+01 -1.19649e+01  1.53199e+01 -8.44123e+00  2.80294e-01 -9.28919e-01 -2.41958e-01  1.05096e-01 -2.20850e-01  9.69629e-01 -9.54144e-01 -2.97210e-01  3.57223e-02
1i850B0D_21      6.35082e-03  6.00576e-01  2.85877e-01  2.71277e-01  2.43902e-02  0.00000e+00  2.19769e-03  1.47627e-01  2.39713e-01  6.52129e-02  9.50000e+01  2.60000e+01  1.11000e+02  1.09000e+02  8.20000e+01  2.30000e+01 -9.87054e+00  1.70587e+01  1.21916e+00 -9.90484e-01  1.33237e-01 -3.44789e-02  1.18101e-01  9.51488e-01  2.84118e-01  7.06614e-02  2.77343e-01 -9.58169e-01
5yhqB11C3_21     6.34573e-03  4.81983e-01  2.39036e-01  1.20818e-01  1.00000e-01  0.00000e+00  4.57172e-03  6.44179e-02  4.01060e-01  1.16446e-01  9.50000e+01  2.60000e+01  2.28000e+02  2.28000e+02  9.40000e+01  2.40000e+01  8.18953e+00  9.19237e+00  3.08125e-01  8.30557e-01 -5.48404e-01  9.70945e-02 -5.18825e-01 -6.98497e-01  4.92872e-01 -2.02473e-01 -4.59733e-01 -8.64668e-01
5hi4A1C1_21      6.26776e-03  5.87567e-01  2.98047e-01  1.30208e-01  2.22222e-01  1.42857e-01  6.01718e-07  0.00000e+00  1.61630e-01  1.36741e-02  9.50000e+01  2.60000e+01  2.20000e+02  8.90000e+01  8.70000e+01  2.40000e+01 -1.79525e+01  2.25627e+01 -8.35267e+00 -2.29518e-01 -9.41936e-01 -2.45108e-01 -8.11903e-01  3.24173e-01 -4.85515e-01  5.36781e-01  8.75691e-02 -8.39165e-01
6polA1B1_21      6.23321e-03  2.41967e-01  2.77648e-01  8.08511e-02  1.20000e-01  2.00000e-01  4.94385e-01  4.28942e-01  6.75389e-01  4.26153e-01  9.50000e+01  2.60000e+01  1.29000e+02  1.02000e+02  8.10000e+01  2.40000e+01  1.46532e+00 -1.42413e+01  4.85163e+00 -8.97080e-01 -3.43609e-01  2.77813e-01  1.87238e-01 -8.65088e-01 -4.65365e-01  4.00236e-01 -3.65452e-01  8.40390e-01
6o23C1E1_12      6.19833e-03  5.94644e-01  1.49779e-01  2.43295e-01  1.07143e-01  0.00000e+00  2.78613e-02  7.21945e-02  2.07305e-01  6.91887e-02  9.50000e+01  2.60000e+01  2.19000e+02  1.80000e+01  8.70000e+01  9.00000e+00  1.56321e+01  2.22210e+01 -7.42860e+00 -4.45823e-01  8.30927e-01  3.32871e-01  8.93947e-01  3.94265e-01  2.13106e-01  4.58364e-02  3.92576e-01 -9.18577e-01
6vbqL1P1_12      6.17886e-03  5.84391e-01  1.36401e-01  3.15934e-01  5.26316e-02  9.09091e-02  2.84816e-02  1.07663e-01  1.60537e-01  8.83206e-02  9.50000e+01  2.60000e+01  2.08000e+02  1.50000e+01  8.50000e+01  1.10000e+01 -9.94972e+00  2.68954e+01 -3.61005e+00 -9.35353e-01  2.77159e-01 -2.19765e-01  2.01626e-01  9.28260e-01  3.12538e-01  2.90622e-01  2.48023e-01 -9.24134e-01
6rs4A1B1_21      6.05188e-03  3.56568e-01  3.05968e-01  1.64179e-01  8.45070e-02  4.76190e-02  3.10667e-01  4.37369e-01  6.52138e-01  3.79274e-01  9.50000e+01  2.60000e+01  3.15000e+02  3.15000e+02  8.50000e+01  2.60000e+01 -1.00144e+00  1.95023e+01 -9.56362e+00 -1.36911e-01  8.11782e-01  5.67684e-01  7.18311e-01 -3.13265e-01  6.21204e-01  6.82118e-01  4.92823e-01 -5.40222e-01
6lnwA1B1_21      6.04461e-03  5.31102e-01  2.84507e-01  2.59551e-01  1.51515e-01  0.00000e+00  5.13510e-02  7.63888e-02  1.13609e-01  5.34078e-02  9.50000e+01  2.60000e+01  1.29000e+02  4.95000e+02  9.30000e+01  2.50000e+01 -2.74190e+01 -4.57888e+00  5.49747e+00 -3.99159e-01  1.03429e-01 -9.11029e-01  8.03652e-01  5.17785e-01 -2.93329e-01  4.41379e-01 -8.49235e-01 -2.89799e-01
2atp0A0B_21      5.99693e-03  5.58405e-01  2.42514e-01  1.52381e-01  7.01754e-02  5.26316e-02  9.53394e-03  1.45364e-01  4.41771e-01  6.29657e-02  9.50000e+01  2.60000e+01  1.15000e+02  1.18000e+02  8.50000e+01  2.20000e+01 -4.99464e+00 -2.83130e+00 -2.73828e+00 -6.55527e-01 -7.24885e-01  2.11723e-01 -7.18658e-01  6.84936e-01  1.19969e-01 -2.31980e-01 -7.35137e-02 -9.69939e-01
4hsvA1B1_21      5.99073e-03  2.21892e-01  2.90168e-01  3.16574e-01  5.40541e-02  0.00000e+00  5.12910e-02  2.18326e-02  1.30887e-01  1.13722e-01  9.50000e+01  2.60000e+01  5.90000e+01  6.50000e+01  5.20000e+01  2.40000e+01  9.18779e+00  4.48338e+00  3.01892e+01 -3.15059e-01 -9.46474e-01  7.01843e-02  9.35073e-01 -2.96906e-01  1.93613e-01 -1.62411e-01  1.26627e-01  9.78564e-01
6o03B1C1_21      5.92562e-03  7.68669e-01  3.45492e-01  1.49425e-02  2.00000e-01  1.42857e-01  0.00000e+00  0.00000e+00  1.61755e-01  1.30722e-02  9.50000e+01  2.60000e+01  8.70000e+01  3.02000e+02  8.70000e+01  2.60000e+01 -1.03076e+01  2.58553e+01 -5.69624e-01  8.38844e-01  5.30259e-02  5.41783e-01 -1.75370e-01 -9.15864e-01  3.61163e-01  5.15351e-01 -3.97972e-01 -7.58968e-01
4hemA1F1_21      5.88333e-03  5.81130e-01  2.79165e-01  1.32812e-01  1.11111e-01  1.33333e-01  3.71547e-09  0.00000e+00  1.77003e-01  1.31600e-02  9.50000e+01  2.60000e+01  1.22000e+02  1.30000e+02  8.80000e+01  2.40000e+01 -2.39578e+01  5.85360e-01  3.64674e+01  2.76296e-01  1.83722e-01 -9.43349e-01 -3.19946e-01  9.43154e-01  8.99759e-02  9.06253e-01  2.76961e-01  3.19371e-01
3mbw1A1B_21      5.88132e-03  5.49148e-01  3.14251e-01  1.91023e-01  4.65116e-02  0.00000e+00  7.60949e-03  1.71337e-01  3.89034e-01  7.00668e-02  9.50000e+01  2.60000e+01  1.27000e+02  2.86000e+02  9.30000e+01  2.60000e+01  3.89845e+00  1.39917e+01 -4.81649e+00  1.37783e-01 -6.91950e-01 -7.08676e-01  6.60891e-03 -7.14841e-01  6.99255e-01 -9.90440e-01 -1.01029e-01 -9.39198e-02
1h5b0A0B_21      5.87869e-03  5.76969e-01  2.88129e-01  1.82390e-01  8.92857e-02  0.00000e+00  2.31295e-02  1.89497e-02  1.16642e-01  5.64676e-02  9.50000e+01  2.60000e+01  1.11000e+02  1.13000e+02  8.40000e+01  2.50000e+01 -1.69786e+01  8.11391e+00  5.09117e+00 -7.49378e-01 -6.30419e-01 -2.02495e-01 -2.71972e-01  1.42280e-02  9.62200e-01 -6.03708e-01  7.76124e-01 -1.82119e-01
